source,Target,Weight
Turkey,Indonesia,5
Turkey,Iraq,120
Turkey,Ireland,8
Turkey,Israel,89
Turkey,Italy,226
Turkey,Kenya,78
Turkey,Kyrgyzstan,262
Turkey,Latvia,5
Turkey,Liberia,15
Turkey,Lithuania,16
Turkey,Luxembourg,47
Turkey,Madagascar,5
Turkey,Mali,5
Turkey,Malta,5
Turkey,Mauritania,8
Turkey,Mexico,6
Turkey,Montenegro,8
Turkey,Morocco,13
Turkey,Netherlands,1010
Turkey,New Zealand,8
Turkey,North Macedonia,27
Turkey,Norway,111
Turkey,Peru,5
Turkey,Philippines,7
Turkey,Poland,85
Turkey,Portugal,6
Turkey,Rep. of Korea,171
Turkey,Rep. of Moldova,56
Turkey,Romania,371
Turkey,Serbia and Kosovo: S/RES/1244 (1999),33
Turkey,Slovakia,18
Turkey,Slovenia,62
Turkey,Spain,113
Turkey,Sweden,712
Turkey,Switzerland,1201
Turkey,Togo,18
Turkey,Uganda,16
Turkey,Ukraine,7
Turkey,United Kingdom of Great Britain and Northern Ireland,886
Turkey,United States of America,1318
Turkey,Zambia,27
Turkmenistan,Belarus,5
Turkmenistan,Bulgaria,5
Turkmenistan,Cyprus,5
Turkmenistan,France,5
Turkmenistan,Germany,18
Turkmenistan,India,5
Turkmenistan,Russian Federation,24
Turkmenistan,Sweden,15
Turkmenistan,United Kingdom of Great Britain and Northern Ireland,12
Turkmenistan,United States of America,83
Uganda,Australia,17
Uganda,Austria,8
Uganda,Belgium,13
Uganda,Canada,135
Uganda,China,83
Uganda,Dem. Rep. of the Congo,5
Uganda,Denmark,12
Uganda,Egypt,5
Uganda,Finland,5
Uganda,France,33
Uganda,Germany,74
Uganda,Greece,46
Uganda,India,5
Uganda,Indonesia,7
Uganda,Ireland,13
Uganda,Israel,30
Uganda,Italy,5
Uganda,Kenya,227
Uganda,Mexico,12
Uganda,Netherlands,106
Uganda,Rep. of Korea,23
Uganda,South Africa,100
Uganda,Spain,5
Uganda,Sweden,178
Uganda,Switzerland,11
Uganda,United Kingdom of Great Britain and Northern Ireland,156
Uganda,United States of America,708
Uganda,Zambia,79
Ukraine,Australia,21
Ukraine,Austria,95
Ukraine,Belarus,446
Ukraine,Belgium,86
Ukraine,Brazil,5
Ukraine,Bulgaria,5
Ukraine,Canada,11
Ukraine,Cyprus,18
Ukraine,Czechia,351
Ukraine,Denmark,29
Ukraine,Finland,45
Ukraine,France,2151
Ukraine,Georgia,12
Ukraine,Germany,653
Ukraine,Greece,67
Ukraine,Iceland,11
Ukraine,Israel,217
Ukraine,Italy,404
Ukraine,Liechtenstein,5
Ukraine,Luxembourg,15
Ukraine,Malta,24
Ukraine,Netherlands,51
Ukraine,Norway,26
Ukraine,Poland,394
Ukraine,Portugal,12
Ukraine,Rep. of Korea,12
Ukraine,Rep. of Moldova,10
Ukraine,Russian Federation,4726
Ukraine,Slovenia,5
Ukraine,Spain,1120
Ukraine,Sweden,1009
Ukraine,Switzerland,31
Ukraine,United Kingdom of Great Britain and Northern Ireland,157
Ukraine,United States of America,880
United Arab Emirates,Canada,12
United Arab Emirates,Ecuador,5
United Arab Emirates,Philippines,9
United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,8
United Arab Emirates,United States of America,17
United Kingdom of Great Britain and Northern Ireland,Australia,40
United Kingdom of Great Britain and Northern Ireland,Brazil,5
United Kingdom of Great Britain and Northern Ireland,Canada,6
United Kingdom of Great Britain and Northern Ireland,Germany,5
United Kingdom of Great Britain and Northern Ireland,Norway,12
United Kingdom of Great Britain and Northern Ireland,Switzerland,5
United Kingdom of Great Britain and Northern Ireland,United States of America,16
United Rep. of Tanzania,Australia,5
United Rep. of Tanzania,Belgium,16
United Rep. of Tanzania,Brazil,5
United Rep. of Tanzania,Canada,28
United Rep. of Tanzania,Finland,5
United Rep. of Tanzania,France,5
United Rep. of Tanzania,Germany,56
United Rep. of Tanzania,Indonesia,5
United Rep. of Tanzania,Ireland,5
United Rep. of Tanzania,Italy,7
United Rep. of Tanzania,Kenya,21
United Rep. of Tanzania,Netherlands,17
United Rep. of Tanzania,Norway,5
United Rep. of Tanzania,Poland,5
United Rep. of Tanzania,South Africa,6
United Rep. of Tanzania,Sweden,91
United Rep. of Tanzania,United Kingdom of Great Britain and Northern Ireland,44
United Rep. of Tanzania,United States of America,66
United States of America,Australia,23
United States of America,Austria,5
United States of America,Belgium,7
United States of America,Brazil,5
United States of America,Canada,536
United States of America,Costa Rica,10
United States of America,Finland,5
United States of America,France,16
United States of America,Germany,18
United States of America,Iceland,7
United States of America,Ireland,12
United States of America,Italy,6
United States of America,Lithuania,5
United States of America,Mexico,37
United States of America,Netherlands,11
United States of America,New Zealand,5
United States of America,Portugal,5
United States of America,Rep. of Korea,5
United States of America,Russian Federation,5
United States of America,Spain,51
United States of America,Sweden,25
United States of America,Switzerland,5
United States of America,United Kingdom of Great Britain and Northern Ireland,66
Unknown ,Argentina,5
Unknown ,Australia,223
Unknown ,Austria,378
Unknown ,Belgium,258
Unknown ,Canada,5675
Unknown ,Chile,80
Unknown ,Colombia,16
Unknown ,Costa Rica,8440
Unknown ,Croatia,7
Unknown ,Cyprus,859
Unknown ,Czechia,751
Unknown ,Denmark,5
Unknown ,Finland,58
Unknown ,France,201
Unknown ,Georgia,26
Unknown ,Germany,4357
Unknown ,Hungary,16
Unknown ,Italy,46
Unknown ,Japan,6509
Unknown ,Lebanon,7
Unknown ,Netherlands,606
Unknown ,New Zealand,152
Unknown ,Peru,5
Unknown ,Poland,5
Unknown ,Portugal,7
Unknown ,Russian Federation,9
Unknown ,South Africa,7
Unknown ,Spain,15
Unknown ,Sweden,340
Unknown ,Switzerland,130
Unknown ,Turkey,1428
Unknown ,United Kingdom of Great Britain and Northern Ireland,74
Unknown ,United States of America,894
Uruguay,Brazil,5
Uruguay,Italy,11
Uruguay,Mexico,9
Uruguay,New Zealand,5
Uruguay,Spain,157
Uruguay,United States of America,29
Uzbekistan,Australia,21
Uzbekistan,Austria,32
Uzbekistan,Azerbaijan,5
Uzbekistan,Belarus,5
Uzbekistan,Cyprus,5
Uzbekistan,Czechia,63
Uzbekistan,Egypt,10
Uzbekistan,France,37
Uzbekistan,Germany,18
Uzbekistan,Greece,5
Uzbekistan,Israel,38
Uzbekistan,Latvia,5
Uzbekistan,Lithuania,5
Uzbekistan,Mexico,16
Uzbekistan,Netherlands,11
Uzbekistan,Norway,11
Uzbekistan,Poland,13
Uzbekistan,Rep. of Korea,168
Uzbekistan,Rep. of Moldova,14
Uzbekistan,Russian Federation,54
Uzbekistan,Spain,9
Uzbekistan,Sweden,1841
Uzbekistan,Ukraine,40
Uzbekistan,United Kingdom of Great Britain and Northern Ireland,16
Uzbekistan,United States of America,489
Vanuatu,Australia,71
Vanuatu,Brazil,7
Venezuela (Bolivarian Republic of),Argentina,1159
Venezuela (Bolivarian Republic of),Australia,151
Venezuela (Bolivarian Republic of),Austria,34
Venezuela (Bolivarian Republic of),Belgium,193
Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),841
Venezuela (Bolivarian Republic of),Brazil,13011
Venezuela (Bolivarian Republic of),Bulgaria,5
Venezuela (Bolivarian Republic of),Canada,331
Venezuela (Bolivarian Republic of),Chile,394
Venezuela (Bolivarian Republic of),Colombia,11832
Venezuela (Bolivarian Republic of),Costa Rica,1009
Venezuela (Bolivarian Republic of),Czechia,6
Venezuela (Bolivarian Republic of),Denmark,13
Venezuela (Bolivarian Republic of),Dominican Rep.,47
Venezuela (Bolivarian Republic of),Ecuador,4275
Venezuela (Bolivarian Republic of),El Salvador,15
Venezuela (Bolivarian Republic of),Finland,5
Venezuela (Bolivarian Republic of),France,580
Venezuela (Bolivarian Republic of),Germany,574
Venezuela (Bolivarian Republic of),Greece,16
Venezuela (Bolivarian Republic of),Guatemala,38
Venezuela (Bolivarian Republic of),Iceland,109
Venezuela (Bolivarian Republic of),Indonesia,5
Venezuela (Bolivarian Republic of),Ireland,37
Venezuela (Bolivarian Republic of),Italy,829
Venezuela (Bolivarian Republic of),Lebanon,5
Venezuela (Bolivarian Republic of),Luxembourg,44
Venezuela (Bolivarian Republic of),Malta,38
Venezuela (Bolivarian Republic of),Mexico,3292
Venezuela (Bolivarian Republic of),Montenegro,5
Venezuela (Bolivarian Republic of),Netherlands,105
Venezuela (Bolivarian Republic of),Norway,28
Venezuela (Bolivarian Republic of),Panama,137
Venezuela (Bolivarian Republic of),Paraguay,1288
Venezuela (Bolivarian Republic of),Peru,51714
Venezuela (Bolivarian Republic of),Poland,14
Venezuela (Bolivarian Republic of),Portugal,14
Venezuela (Bolivarian Republic of),Rep. of Korea,8
Venezuela (Bolivarian Republic of),Romania,5
Venezuela (Bolivarian Republic of),Sint Maarten (Dutch part),8
Venezuela (Bolivarian Republic of),Spain,28365
Venezuela (Bolivarian Republic of),Suriname,76
Venezuela (Bolivarian Republic of),Sweden,214
Venezuela (Bolivarian Republic of),Switzerland,13
Venezuela (Bolivarian Republic of),Trinidad and Tobago,3244
Venezuela (Bolivarian Republic of),United Kingdom of Great Britain and Northern Ireland,19
Venezuela (Bolivarian Republic of),United States of America,28380
Venezuela (Bolivarian Republic of),Uruguay,398
Viet Nam,Australia,2304
Viet Nam,Belgium,20
Viet Nam,Canada,35
Viet Nam,Cyprus,153
Viet Nam,Czechia,65
Viet Nam,Denmark,9
Viet Nam,France,53
Viet Nam,Germany,1179
Viet Nam,Greece,5
Viet Nam,Ireland,18
Viet Nam,Israel,5
Viet Nam,Latvia,5
Viet Nam,Netherlands,18
Viet Nam,Norway,11
Viet Nam,Philippines,6
Viet Nam,Poland,12
Viet Nam,Rep. of Korea,56
Viet Nam,Romania,6
Viet Nam,Slovakia,5
Viet Nam,Spain,23
Viet Nam,Sweden,54
Viet Nam,Switzerland,5
Viet Nam,Thailand,251
Viet Nam,United Kingdom of Great Britain and Northern Ireland,1115
Viet Nam,United States of America,600
Western Sahara,Bulgaria,5
Western Sahara,France,483
Western Sahara,Italy,5
Western Sahara,Switzerland,7
Yemen,Algeria,11
Yemen,Australia,80
Yemen,Austria,57
Yemen,Belarus,10
Yemen,Belgium,119
Yemen,Bosnia and Herzegovina,14
Yemen,Brazil,32
Yemen,Bulgaria,10
Yemen,Canada,92
Yemen,Chad,5
Yemen,China,6
Yemen,Croatia,8
Yemen,Cyprus,12
Yemen,Czechia,5
Yemen,Denmark,5
Yemen,Ecuador,23
Yemen,Egypt,281
Yemen,Ethiopia,5
Yemen,Finland,21
Yemen,France,247
Yemen,Georgia,7
Yemen,Germany,480
Yemen,Ghana,7
Yemen,Greece,129
Yemen,Iceland,5
Yemen,India,68
Yemen,Indonesia,19
Yemen,Iraq,23
Yemen,Ireland,5
Yemen,Italy,9
Yemen,Kenya,12
Yemen,Lebanon,20
Yemen,Libya,40
Yemen,Luxembourg,10
Yemen,Malaysia,159
Yemen,Malta,5
Yemen,Mauritania,18
Yemen,Mexico,34
Yemen,Morocco,964
Yemen,Netherlands,438
Yemen,Nigeria,5
Yemen,Norway,8
Yemen,Pakistan,5
Yemen,Peru,9
Yemen,Philippines,27
Yemen,Poland,10
Yemen,Rep. of Korea,15
Yemen,Romania,18
Yemen,Russian Federation,62
Yemen,Saudi Arabia,112
Yemen,Serbia and Kosovo: S/RES/1244 (1999),8
Yemen,Slovenia,8
Yemen,Spain,136
Yemen,Sudan,7
Yemen,Sweden,174
Yemen,Switzerland,17
Yemen,Syrian Arab Rep.,17
Yemen,Thailand,5
Yemen,Tunisia,6
Yemen,Ukraine,15
Yemen,United Kingdom of Great Britain and Northern Ireland,616
Yemen,United Rep. of Tanzania,6
Yemen,United States of America,138
Zambia,Australia,5
Zambia,Belgium,5
Zambia,Burundi,5
Zambia,Netherlands,5
Zambia,South Africa,5
Zambia,Sweden,10
Zambia,Ukraine,5
Zambia,United Kingdom of Great Britain and Northern Ireland,18
Zambia,United States of America,35
Zimbabwe,Australia,92
Zimbabwe,Botswana,271
Zimbabwe,Brazil,5
Zimbabwe,Canada,106
Zimbabwe,China,50
Zimbabwe,Egypt,5
Zimbabwe,Eswatini,5
Zimbabwe,Germany,55
Zimbabwe,Ireland,245
Zimbabwe,Netherlands,17
Zimbabwe,Rep. of Korea,5
Zimbabwe,South Africa,241
Zimbabwe,Sweden,10
Zimbabwe,United Kingdom of Great Britain and Northern Ireland,169
Zimbabwe,United States of America,228
